"","unique_identifier","dataset","population_id","plot","previous_generation","line","genealogy","pedigree","rep","treatment","block","row","col","trial","env","ADAPT","DF","DPM","FeSEED","FLCOL","GH","MEHA","MT2H","PHI","PLHA","POM","POM_corrected","PSC","seed_weight_PHI","SW100","SCP","SDBR","SSC","SSZ","total_weight_PHI","TSW","YDHA","YDHPL","ZnSEED","No_SEEDS","person","YdHa","POM_c2"
"3114","15ACC01664.000","Pal15C_drt",65,1664,NA,"DIACOL_CALIMA",NA,NA,"R1","T210","B9",51,8,"trial5","drought",NA,NA,NA,NA,NA,NA,3.5,2.1,NA,49,11.8,10.6,NA,NA,25,NA,NA,NA,NA,NA,127.008,628.7107,458.0607,NA,NA,NA,556.1423,16.4
"3115","15ACC01665.000","Pal15C_drt",65,1665,NA,"ACC_026",NA,"#N/A","R1","T48","B9",51,9,"trial5","drought",NA,NA,NA,NA,NA,NA,3.5,2.1,NA,40,12.9,12.9,NA,NA,27,NA,NA,NA,NA,NA,149.688,721.9172,644.3111,NA,NA,NA,655.4534,16.4
"3116","15ACC01666.000","Pal15C_drt",65,1666,NA,"SEN_056",NA,NA,"R1","T389","B10",51,10,"trial5","drought",NA,NA,NA,NA,NA,NA,3.5,2.1,NA,38,17.9,17.9,NA,NA,19,NA,NA,NA,NA,NA,303.912,1381.571,1297.95,NA,NA,NA,1306.892,17.9
"3117","15ACC01667.000","Pal15C_drt",65,1667,"14ACC01173.000","DAA_044","AS  17541-2C F2-(CM)C-7C-(CM)C-(M)C   +_x_ +_x_ ","(SAB  659xSAA   20) X (SAP    1-15xDAB  528)","R1","T351","B10",51,11,"trial5","drought",NA,NA,NA,NA,NA,NA,3.4,2.04,NA,37,17.5,17.5,NA,NA,30,NA,NA,NA,NA,NA,190.512,895.8755,839.7017,NA,NA,NA,834.2135,16.4
"3118","15ACC01668.000","Pal15C_drt",65,1668,NA,"DAB_901",NA,"#N/A","R1","T2","B10",51,12,"trial5","drought",NA,NA,NA,NA,NA,NA,3.7,2.22,NA,45,13.2,13.2,NA,NA,19,NA,NA,NA,NA,NA,158.76,721.7876,605.3392,NA,NA,NA,695.1779,16.4
"3119","15ACC01669.000","Pal15C_drt",65,1669,NA,"CAL_143",NA,NA,"R1","T377","B10",51,13,"trial5","drought",NA,NA,NA,NA,NA,NA,3.5,2.1,NA,27,5.25,10.6,NA,NA,18,NA,NA,NA,NA,NA,45.36,224.5395,296.8912,NA,NA,NA,198.6223,16.4
"3120","15ACC01670.000","Pal15C_drt",65,1670,NA,"DAB_374",NA,"#N/A","R1","T79","B10",51,14,"trial5","drought",NA,NA,NA,NA,NA,NA,2.9,1.74,NA,28,18.5,18.5,NA,NA,24,NA,NA,NA,NA,NA,195.048,1062.31,1122.255,NA,NA,NA,854.0757,16.4
"3121","15ACC01671.000","Pal15C_drt",65,1671,NA,"DAB_568",NA,"#N/A","R1","T103","B10",51,15,"trial5","drought",NA,NA,NA,NA,NA,NA,3.5,2.1,NA,38,19.8,19.8,NA,NA,28,NA,NA,NA,NA,NA,249.48,1107.879,1040.823,NA,NA,NA,1047.994,19.8
"3122","15ACC01672.000","Pal15C_drt",65,1672,NA,"DAB_928",NA,"#N/A","R1","T60","B10",51,16,"trial5","drought",NA,NA,NA,NA,NA,NA,2.7,1.62,NA,14,11,10.6,NA,NA,23,NA,NA,NA,NA,NA,127.008,814.9953,1603.212,NA,NA,NA,556.1423,16.4
"3123","15ACC01673.000","Pal15C_drt",65,1673,"14ACC01402.000","DAA_078","SA  26738-(M)CF2-5C-(CM)C-(M)C   +_x_ +_x_ ","DAB  295 x DAB  317","R1","T356","B10",51,17,"trial5","drought",NA,NA,NA,NA,NA,NA,3.7,2.22,NA,39,18.4,18.4,NA,NA,29,NA,NA,NA,NA,NA,317.52,1357.094,1313.249,NA,NA,NA,1357.094,18.4
"3124","15ACC01674.000","Pal15C_drt",65,1674,NA,"DAB_920",NA,"#N/A","R1","T16","B10",51,18,"trial5","drought",NA,NA,NA,NA,NA,NA,3.3,1.98,NA,29,17,17,NA,NA,24,NA,NA,NA,NA,NA,195.048,950.7273,1103.499,NA,NA,NA,854.0757,16.4
"3125","15ACC01675.000","Pal15C_drt",65,1675,NA,"DAB_580",NA,"#N/A","R1","T118","B10",52,18,"trial5","drought",NA,NA,NA,NA,NA,NA,2.7,1.62,NA,20,12.1,10.6,NA,NA,25,NA,NA,NA,NA,NA,122.472,785.8884,1082.168,NA,NA,NA,536.2801,16.4
"3126","15ACC01676.000","Pal15C_drt",65,1676,NA,"DAB_574",NA,"#N/A","R1","T110","B10",52,17,"trial5","drought",NA,NA,NA,NA,NA,NA,3.7,2.22,NA,40,16.6,16.6,NA,NA,26,NA,NA,NA,NA,NA,145.152,634.0706,598.2457,NA,NA,NA,635.5912,16.4
"3127","15ACC01677.000","Pal15C_drt",65,1677,NA,"DAB_591",NA,"#N/A","R1","T135","B10",52,16,"trial5","drought",NA,NA,NA,NA,NA,NA,3.7,2.22,NA,36,16.7,16.7,NA,NA,27,NA,NA,NA,NA,NA,213.192,930.1746,975.133,NA,NA,NA,933.5246,16.4
"3128","15ACC01678.000","Pal15C_drt",65,1678,"14ACC00328.000","DAA_012","SZ  17572-4C F2-(CM)C-7C-(CM)C-(M)C   +_x_ +_x_ ","(SAB  659xMAZ   21) X DAB  489","R1","T309","B10",52,15,"trial5","drought",NA,NA,NA,NA,NA,NA,3.4,2.04,NA,37,10.5,10.6,NA,NA,32,NA,NA,NA,NA,NA,117.936,600.9735,563.2908,NA,NA,NA,516.4179,16.4
"3129","15ACC01679.000","Pal15C_drt",65,1679,NA,"DAB_903",NA,"#N/A","R1","T15","B10",52,14,"trial5","drought",NA,NA,NA,NA,NA,NA,3.4,2.04,NA,44,16.8,16.8,NA,NA,25,NA,NA,NA,NA,NA,190.512,903.4769,712.1041,NA,NA,NA,834.2135,16.4
"3130","15ACC01680.000","Pal15C_drt",65,1680,NA,"DAB_065",NA,"#N/A","R1","T156","B10",52,13,"trial5","drought",NA,NA,NA,NA,NA,NA,3.5,2.1,NA,33,13.9,13.9,NA,NA,27,NA,NA,NA,NA,NA,145.152,692.0037,748.6222,NA,NA,NA,635.5912,16.4
"3131","15ACC01681.000","Pal15C_drt",65,1681,NA,"DAB_624",NA,"#N/A","R1","T147","B10",52,12,"trial5","drought",NA,NA,NA,NA,NA,NA,3.3,1.98,NA,33,16.9,16.9,NA,NA,25,NA,NA,NA,NA,NA,181.44,885.463,903.1723,NA,NA,NA,794.489,16.4
"3132","15ACC01682.000","Pal15C_drt",65,1682,NA,"SAB_516",NA,"#N/A","R1","T179","B10",52,11,"trial5","drought",NA,NA,NA,NA,NA,NA,3.3,1.98,NA,41,13.4,13.4,NA,NA,26,NA,NA,NA,NA,NA,167.832,853.5501,700.7438,NA,NA,NA,734.9023,16.4
"3133","15ACC01683.000","Pal15C_drt",65,1683,NA,"DAN_033",NA,NA,"R1","T271","B10",52,10,"trial5","drought",NA,NA,NA,NA,NA,NA,3.5,2.1,NA,35,13.6,13.6,NA,NA,23,NA,NA,NA,NA,NA,154.224,737.8158,752.5721,NA,NA,NA,675.3157,16.4
"3134","15ACC01684.000","Pal15C_drt",65,1684,"14ACC01719.000","DAA_121",".  25242- 13 W F2_(CM)Z-(CM)W-4Z-(CM)Z-(M)Z)   +_x_ +_x_ ","(RMC57 x BRB263) x DRK149","R1","T374","B9",52,9,"trial5","drought",NA,NA,NA,NA,NA,NA,3.1,1.86,NA,32,11.4,10.6,NA,NA,29,NA,NA,NA,NA,NA,108.864,608.4297,601.2046,NA,NA,NA,476.6934,16.4
"3135","15ACC01685.000","Pal15C_drt",65,1685,NA,"DAB_596",NA,"#N/A","R1","T140","B9",52,8,"trial5","drought",NA,NA,NA,NA,NA,NA,3.3,1.98,NA,33,16.5,16.5,NA,NA,23,NA,NA,NA,NA,NA,185.976,911.9683,930.2077,NA,NA,NA,814.3512,16.4
"3136","15ACC01686.000","Pal15C_drt",65,1686,NA,"DAN_005",NA,"#N/A","R1","T234","B9",52,7,"trial5","drought",NA,NA,NA,NA,NA,NA,3,1.8,NA,32,6.92,10.6,NA,NA,21,NA,NA,NA,NA,NA,63.504,366.7479,350.7027,NA,NA,NA,278.0712,16.4
"3137","15ACC01687.000","Pal15C_drt",65,1687,NA,"DAB_924",NA,"#N/A","R1","T22","B9",52,6,"trial5","drought",NA,NA,NA,NA,NA,NA,0.6,0.36,NA,5,3.03,10.6,NA,NA,68,NA,NA,NA,NA,NA,36.288,1047.851,1282.57,NA,NA,NA,158.8978,16.4
"3138","15ACC01688.000","Pal15C_drt",65,1688,"14ACC01224.000","DAA_021","AS  17541-10C F2-(CM)C-5C-(CM)C-(M)C   +_x_ +_x_ ","(SAB  659xSAA   20) X (SAP    1-15xDAB  528)","R1","T353","B9",52,5,"trial5","drought",NA,NA,NA,NA,NA,NA,3.4,2.04,NA,28,17.3,17.3,NA,NA,30,NA,NA,NA,NA,NA,195.048,919.4294,1138.779,NA,NA,NA,854.0757,16.4
"3139","15ACC01689.000","Pal15C_drt",65,1689,NA,"DAB_597",NA,"#N/A","R1","T143","B9",52,4,"trial5","drought",NA,NA,NA,NA,NA,NA,3.5,2.1,NA,40,17.6,17.6,NA,NA,26,NA,NA,NA,NA,NA,240.408,1096.878,978.9637,NA,NA,NA,1037.587,17.6
"3140","15ACC01690.000","Pal15C_drt",65,1690,NA,"DAN_027",NA,NA,"R1","T265","B9",52,3,"trial5","drought",NA,NA,NA,NA,NA,NA,3.3,1.98,NA,30,11.3,10.6,NA,NA,27,NA,NA,NA,NA,NA,99.792,523.9256,587.8445,NA,NA,NA,436.969,16.4
